,hit,points.total,points.position,hitter,set,oss,dig,opponent,result,order
,attempt,4,2,nic,1,0,0,carthage,0,25
,error,5,1,cat,1,0,0,carthage,0,25
,attempt,6,0,cat,1,0,0,carthage,0,25
,error,9,-1,nic,1,0,0,carthage,0,25
,attempt,10,-2,gully,1,0,0,carthage,0,25
,attempt,11,-3,gully,1,0,0,carthage,0,25
,attempt,14,0,nora,1,1,1,carthage,0,25
,attempt,17,-3,nora,1,0,0,carthage,0,25
,attempt,17,-3,any,1,1,1,carthage,0,25
,attempt,20,-4,any,1,1,0,carthage,0,25
,kill,20,-4,any,1,1,1,carthage,0,25
,kill,26,-6,kate,1,0,0,carthage,0,25
,kill,29,-7,cat,1,0,0,carthage,0,25
,kill,32,-6,nic,1,0,1,carthage,0,25
,attempt,35,-7,nora,1,0,0,carthage,0,25
,kill,36,-8,nic,1,0,0,carthage,0,25
,error,38,-8,kate,1,0,0,carthage,0,25
,kill,42,-7,cat,1,1,1,carthage,0,25
,attempt,43,-6,kate,1,0,0,carthage,0,25
,error,43,-6,cat,1,0,0,carthage,0,25
,kill,0,0,cat,2,1,1,carthage,0,26
,error,1,1,nora,2,0,1,carthage,0,26
,attempt,2,0,nora,2,0,0,carthage,0,26
,kill,2,0,kate,2,0,0,carthage,0,26
,attempt,4,0,cat,2,0,0,carthage,0,26
,error,4,0,cat,2,1,1,carthage,0,26
,kill,5,-1,gully,2,0,0,carthage,0,26
,attempt,6,0,gully,2,1,1,carthage,0,26
,kill,7,1,gully,2,0,1,carthage,0,26
,kill,8,2,gully,2,0,1,carthage,0,26
,error,9,3,cat,2,1,1,carthage,0,26
,error,11,1,nic,2,0,0,carthage,0,26
,error,12,0,gully,2,0,0,carthage,0,26
,error,13,-1,cat,2,0,0,carthage,0,26
,kill,14,-2,nic,2,0,0,carthage,0,26
,attempt,16,-2,gully,2,0,0,carthage,0,26
,attempt,17,-3,gully,2,0,0,carthage,0,26
,kill,17,-3,any,2,0,1,carthage,0,26
,kill,19,-3,any,2,0,0,carthage,0,26
,kill,21,-3,kate,2,0,0,carthage,0,26
,kill,25,-3,cat,2,0,0,carthage,0,26
,attempt,27,-3,nic,2,0,0,carthage,0,26
,kill,28,-4,cat,2,0,1,carthage,0,26
,kill,30,-4,gully,2,0,0,carthage,0,26
,attempt,33,-3,nora,2,0,0,carthage,0,26
,kill,36,-4,nora,2,1,0,carthage,0,26
,kill,36,-4,any,2,0,0,carthage,0,26
,attempt,38,-4,kate,2,0,0,carthage,0,26
,kill,38,-4,cat,2,1,1,carthage,0,26
,kill,40,-2,kate,2,0,0,carthage,0,26
,kill,41,-1,cat,2,0,1,carthage,0,26
,attempt,43,-1,cat,2,0,0,carthage,0,26
,attempt,43,-1,gully,2,1,1,carthage,0,26
,error,46,-2,cat,2,0,0,carthage,0,26
,attempt,0,0,nora,1,0,1,aurora,1,4
,attempt,0,0,cat,1,0,1,aurora,1,4
,attempt,1,-1,nora,1,0,0,aurora,1,4
,attempt,3,-1,t,1,1,0,aurora,1,4
,kill,3,-1,cat,1,0,0,aurora,1,4
,kill,6,0,t,1,0,0,aurora,1,4
,error,7,1,t,1,0,0,aurora,1,4
,attempt,8,0,any,1,0,0,aurora,1,4
,attempt,9,-1,any,1,0,1,aurora,1,4
,error,10,-2,t,1,0,0,aurora,1,4
,attempt,11,-3,nic,1,0,0,aurora,1,4
,kill,12,-4,t,1,0,0,aurora,1,4
,attempt,13,-3,nic,1,0,1,aurora,1,4
,attempt,13,-3,nic,1,0,1,aurora,1,4
,attempt,14,-4,nora,1,0,0,aurora,1,4
,kill,16,-4,any,1,0,1,aurora,1,4
,kill,19,-1,kate,1,0,1,aurora,1,4
,attempt,24,2,kate,1,0,0,aurora,1,4
,kill,25,1,nora,1,0,0,aurora,1,4
,attempt,28,0,kate,1,0,0,aurora,1,4
,kill,28,0,kate,1,0,1,aurora,1,4
,kill,30,0,cat,1,0,0,aurora,1,4
,attempt,32,0,nic,1,0,0,aurora,1,4
,attempt,34,0,nic,1,0,0,aurora,1,4
,attempt,34,0,t,1,0,1,aurora,1,4
,attempt,34,0,nic,1,0,1,aurora,1,4
,attempt,34,0,any,1,0,1,aurora,1,4
,kill,36,2,any,1,0,1,aurora,1,4
,kill,39,3,any,1,0,0,aurora,1,4
,attempt,42,3,any,1,0,0,aurora,1,4
,kill,42,3,any,1,0,1,aurora,1,4
,kill,44,4,nora,1,0,0,aurora,1,4
,attempt,1,-1,cat,2,0,0,aurora,0,5
,error,1,-1,nora,2,0,1,aurora,0,5
,kill,2,-2,kate,2,0,0,aurora,0,5
,kill,4,-2,t,2,1,0,aurora,0,5
,error,5,-1,cat,2,0,1,aurora,0,5
,attempt,8,0,any,2,0,1,aurora,0,5
,attempt,8,0,nic,2,0,1,aurora,0,5
,error,8,0,t,2,0,1,aurora,0,5
,error,9,-1,t,2,0,0,aurora,0,5
,attempt,10,-2,t,2,0,0,aurora,0,5
,attempt,10,-2,t,2,0,1,aurora,0,5
,attempt,11,-3,nic,2,0,0,aurora,0,5
,kill,14,-4,nic,2,0,0,aurora,0,5
,kill,15,-3,kate,2,0,1,aurora,0,5
,error,17,-3,any,2,0,0,aurora,0,5
,attempt,18,-4,kate,2,0,0,aurora,0,5
,attempt,19,-5,kate,2,0,0,aurora,0,5
,attempt,22,-4,cat,2,0,0,aurora,0,5
,attempt,23,-5,t,2,0,1,aurora,0,5
,kill,23,-5,cat,2,1,1,aurora,0,5
,error,24,-4,kate,2,0,1,aurora,0,5
,error,25,-5,t,2,0,0,aurora,0,5
,kill,28,-6,nic,2,0,0,aurora,0,5
,attempt,31,-7,nic,2,0,0,aurora,0,5
,attempt,31,-7,t,2,0,0,aurora,0,5
,attempt,31,-7,any,2,0,1,aurora,0,5
,kill,31,-7,any,2,0,1,aurora,0,5
,kill,33,-7,nora,2,0,0,aurora,0,5
,error,34,-6,t,2,0,1,aurora,0,5
,error,35,-7,any,2,0,0,aurora,0,5
,attempt,36,-8,nora,2,0,0,aurora,0,5
,attempt,37,-9,nora,2,0,0,aurora,0,5
,error,38,-10,kate,2,0,0,aurora,0,5
,attempt,2,2,nora,3,0,1,aurora,1,6
,attempt,2,2,nora,3,0,1,aurora,1,6
,error,3,3,cat,3,1,1,aurora,1,6
,kill,4,2,nora,3,0,0,aurora,1,6
,attempt,9,3,t,3,0,0,aurora,1,6
,kill,9,3,nic,3,0,1,aurora,1,6
,attempt,12,2,nic,3,0,0,aurora,1,6
,attempt,16,0,t,3,0,1,aurora,1,6
,attempt,17,1,nora,3,0,1,aurora,1,6
,kill,18,0,nic,3,0,0,aurora,1,6
,kill,19,1,nora,3,0,1,aurora,1,6
,attempt,20,2,nora,3,1,1,aurora,1,6
,kill,24,-2,kate,3,0,0,aurora,1,6
,attempt,27,-3,nora,3,0,0,aurora,1,6
,attempt,27,-3,nora,3,0,1,aurora,1,6
,attempt,28,-2,t,3,0,1,aurora,1,6
,attempt,28,-2,kate,3,0,1,aurora,1,6
,attempt,28,-2,kate,3,0,1,aurora,1,6
,kill,29,-3,cat,3,0,0,aurora,1,6
,kill,31,-1,cat,3,1,1,aurora,1,6
,kill,33,-1,cat,3,0,0,aurora,1,6
,attempt,34,0,any,3,0,1,aurora,1,6
,attempt,35,1,t,3,0,0,aurora,1,6
,kill,36,2,nic,3,0,1,aurora,1,6
,kill,38,2,nic,3,0,0,aurora,1,6
,kill,40,2,nic,3,0,0,aurora,1,6
,attempt,43,3,nora,3,1,0,aurora,1,6
,attempt,43,3,nora,3,0,1,aurora,1,6
,attempt,43,3,kate,3,0,1,aurora,1,6
,kill,43,3,any,3,0,1,aurora,1,6
,attempt,44,4,nora,3,0,1,aurora,1,6
,kill,44,4,nora,3,1,1,aurora,1,6
,kill,0,0,kate,4,0,0,aurora,0,7
,attempt,1,1,t,4,0,1,aurora,0,7
,attempt,1,1,kate,4,0,1,aurora,0,7
,error,1,1,cat,4,0,1,aurora,0,7
,kill,2,0,cat,4,0,0,aurora,0,7
,attempt,4,0,nic,4,0,0,aurora,0,7
,kill,5,-1,cat,4,0,0,aurora,0,7
,attempt,6,0,t,4,0,1,aurora,0,7
,attempt,6,0,any,4,0,1,aurora,0,7
,attempt,6,0,nic,4,0,1,aurora,0,7
,error,7,-1,nic,4,0,0,aurora,0,7
,kill,8,-2,t,4,0,0,aurora,0,7
,attempt,10,-2,nora,4,0,0,aurora,0,7
,attempt,15,-3,any,4,1,0,aurora,0,7
,kill,15,-3,kate,4,0,1,aurora,0,7
,kill,16,-4,nora,4,0,0,aurora,0,7
,attempt,18,-4,t,4,0,1,aurora,0,7
,attempt,18,-4,cat,4,0,1,aurora,0,7
,attempt,18,-4,t,4,0,1,aurora,0,7
,attempt,18,-4,t,4,0,1,aurora,0,7
,error,22,-4,cat,4,0,0,aurora,0,7
,attempt,23,-5,nic,4,0,0,aurora,0,7
,error,23,-5,nic,4,0,1,aurora,0,7
,attempt,24,-6,cat,4,0,0,aurora,0,7
,error,26,-6,t,4,0,0,aurora,0,7
,error,27,-7,t,4,0,1,aurora,0,7
,kill,28,-8,nic,4,0,0,aurora,0,7
,error,29,-7,t,4,1,1,aurora,0,7
,attempt,30,-8,nic,4,0,0,aurora,0,7
,kill,32,-8,kate,4,0,0,aurora,0,7
,kill,33,-7,nora,4,1,1,aurora,0,7
,kill,34,-6,nora,4,0,1,aurora,0,7
,error,35,-5,kate,4,0,1,aurora,0,7
,kill,36,-6,kate,4,0,0,aurora,0,7
,kill,37,-7,cat,4,0,1,aurora,0,7
,attempt,39,-9,kate,4,0,0,aurora,0,7
,attempt,39,-9,t,4,0,1,aurora,0,7
,attempt,39,-9,cat,4,0,1,aurora,0,7
,attempt,39,-9,t,4,1,1,aurora,0,7
,kill,39,-9,t,4,1,1,aurora,0,7
,error,42,-4,t,4,0,0,aurora,0,7
,attempt,44,-4,t,4,1,1,aurora,0,7
,attempt,0,0,cat,5,0,0,aurora,1,8
,attempt,0,0,cat,5,1,1,aurora,1,8
,kill,0,0,cat,5,0,0,aurora,1,8
,attempt,2,2,cat,5,0,1,aurora,1,8
,kill,4,2,kate,5,0,0,aurora,1,8
,attempt,7,3,t,5,1,0,aurora,1,8
,attempt,7,3,t,5,1,1,aurora,1,8
,attempt,7,3,cat,5,0,1,aurora,1,8
,kill,7,3,cat,5,0,0,aurora,1,8
,attempt,9,3,nic,5,0,0,aurora,1,8
,attempt,9,3,nic,5,0,0,aurora,1,8
,error,9,3,t,5,0,1,aurora,1,8
,kill,10,2,t,5,0,0,aurora,1,8
,attempt,11,3,nic,5,0,1,aurora,1,8
,attempt,11,3,nora,5,0,1,aurora,1,8
,kill,11,3,any,5,0,1,aurora,1,8
,kill,14,4,nora,5,0,0,aurora,1,8
,error,17,7,nora,5,0,1,aurora,1,8
,attempt,18,6,nora,5,0,0,aurora,1,8
,attempt,18,6,nora,5,1,1,aurora,1,8
,kill,18,6,any,5,1,1,aurora,1,8
,attempt,20,6,kate,5,0,0,aurora,1,8
,attempt,20,6,nora,5,0,1,aurora,1,8
,attempt,20,6,cat,5,0,1,aurora,1,8
,error,22,4,nora,5,0,0,aurora,1,8
,attempt,24,2,cat,5,0,0,aurora,1,8
,kill,25,1,nora,5,0,1,aurora,1,8
,attempt,27,1,cat,5,0,0,aurora,1,8
,error,27,1,cat,5,0,0,aurora,1,8
,attempt,28,0,cat,5,0,0,aurora,1,8
,attempt,28,0,cat,5,0,1,aurora,1,8
,attempt,28,0,cat,5,1,1,aurora,1,8
,attempt,28,0,t,5,0,1,aurora,1,8
,error,1,-1,cat,1,0,0,uchicago,0,9
,attempt,4,-2,kate,1,0,1,uchicago,0,9
,error,5,-3,cat,1,0,0,uchicago,0,9
,attempt,6,-4,kate,1,0,0,uchicago,0,9
,kill,6,-4,kate,1,0,0,uchicago,0,9
,kill,8,-2,cat,1,0,0,uchicago,0,9
,attempt,9,-1,t,1,0,1,uchicago,0,9
,kill,9,-1,nic,1,0,1,uchicago,0,9
,error,10,0,nic,1,0,1,uchicago,0,9
,error,12,-2,t,1,0,0,uchicago,0,9
,attempt,13,-3,cat,1,0,0,uchicago,0,9
,error,13,-3,cat,1,0,0,uchicago,0,9
,kill,14,-4,nic,1,0,0,uchicago,0,9
,attempt,15,-3,any,1,0,0,uchicago,0,9
,attempt,15,-3,t,1,0,1,uchicago,0,9
,kill,16,-4,t,1,0,0,uchicago,0,9
,kill,17,-7,nora,1,1,1,uchicago,0,9
,attempt,18,-2,nic,1,0,0,uchicago,0,9
,attempt,19,-3,nora,1,1,0,uchicago,0,9
,error,19,-3,nic,1,0,1,uchicago,0,9
,attempt,20,-4,nic,1,0,0,uchicago,0,9
,attempt,20,-4,any,1,0,1,uchicago,0,9
,attempt,20,-4,any,1,0,1,uchicago,0,9
,kill,22,-4,kate,1,0,0,uchicago,0,9
,attempt,23,-3,kate,1,0,1,uchicago,0,9
,error,23,-3,cat,1,0,0,uchicago,0,9
,kill,24,-4,nora,1,0,0,uchicago,0,9
,attempt,25,-3,cat,1,1,1,uchicago,0,9
,kill,27,-3,kate,1,0,0,uchicago,0,9
,error,28,-2,cat,1,1,1,uchicago,0,9
,attempt,31,-3,t,1,1,0,uchicago,0,9
,attempt,31,-3,t,1,0,1,uchicago,0,9
,attempt,31,-3,t,1,1,1,uchicago,0,9
,attempt,31,-3,t,1,1,1,uchicago,0,9
,attempt,31,-3,nic,1,0,0,uchicago,0,9
,attempt,31,-3,nic,1,0,1,uchicago,0,9
,attempt,31,-3,any,1,0,1,uchicago,0,9
,error,31,-3,any,1,0,1,uchicago,0,9
,attempt,32,-4,t,1,0,0,uchicago,0,9
,attempt,32,-4,t,1,1,1,uchicago,0,9
,kill,32,-4,nic,1,0,1,uchicago,0,9
,attempt,33,-5,nic,1,0,1,uchicago,0,9
,attempt,35,-5,nora,1,0,0,uchicago,0,9
,error,36,-6,nora,1,0,1,uchicago,0,9
,kill,37,-7,nora,1,0,0,uchicago,0,9
,attempt,37,-7,kate,1,0,0,uchicago,0,9
,kill,40,-6,nora,1,0,0,uchicago,0,9
,error,42,-6,nora,1,0,1,uchicago,0,9
,kill,1,-1,kate,2,0,0,uchicago,0,10
,error,7,-1,t,2,0,0,uchicago,0,10
,attempt,8,-2,nic,2,0,0,uchicago,0,10
,kill,9,-3,any,2,0,0,uchicago,0,10
,error,11,-3,nic,2,0,0,uchicago,0,10
,error,12,-4,nora,2,1,0,uchicago,0,10
,kill,13,-5,nora,2,0,0,uchicago,0,10
,attempt,15,-5,nora,2,1,0,uchicago,0,10
,kill,15,-5,kate,2,0,0,uchicago,0,10
,kill,16,-4,cat,2,0,1,uchicago,0,10
,error,18,-4,nora,2,0,0,uchicago,0,10
,kill,19,-5,nora,2,0,0,uchicago,0,10
,attempt,21,-5,kate,2,0,0,uchicago,0,10
,attempt,23,-5,nic,2,0,0,uchicago,0,10
,error,23,-5,t,2,1,1,uchicago,0,10
,error,24,-6,cat,2,0,0,uchicago,0,10
,attempt,25,-7,t,2,0,0,uchicago,0,10
,kill,27,-7,t,2,0,1,uchicago,0,10
,kill,29,-7,nora,2,0,0,uchicago,0,10
,error,30,-6,nora,2,0,0,uchicago,0,10
,kill,31,-7,nora,2,0,0,uchicago,0,10
,attempt,32,-6,kate,2,0,1,uchicago,0,10
,attempt,33,-7,cat,2,1,1,uchicago,0,10
,attempt,33,-7,kate,2,1,1,uchicago,0,10
,attempt,33,-7,cat,2,1,1,uchicago,0,10
,kill,36,-8,nora,2,0,0,uchicago,0,10
,kill,37,-7,nora,2,0,1,uchicago,0,10
,kill,38,-6,nic,2,0,0,uchicago,0,10
,attempt,40,-6,nic,2,0,0,uchicago,0,10
,error,41,-5,nora,2,0,1,uchicago,0,10
,kill,42,-6,nora,2,0,0,uchicago,0,10
,attempt,0,0,nora,3,0,0,uchicago,0,11
,error,0,0,nora,3,0,1,uchicago,0,11
,attempt,1,-1,kate,3,0,0,uchicago,0,11
,kill,1,-1,nora,3,0,1,uchicago,0,11
,attempt,2,0,kate,3,0,1,uchicago,0,11
,attempt,3,-1,kate,3,0,0,uchicago,0,11
,attempt,3,-1,cat,3,1,1,uchicago,0,11
,error,4,-2,kate,3,0,0,uchicago,0,11
,attempt,8,-4,t,3,0,0,uchicago,0,11
,error,8,-4,cat,3,0,1,uchicago,0,11
,kill,9,-5,cat,3,0,0,uchicago,0,11
,attempt,11,-5,any,3,0,0,uchicago,0,11
,error,12,-4,nora,3,0,1,uchicago,0,11
,error,13,-5,nora,3,0,0,uchicago,0,11
,error,14,-6,nic,3,0,0,uchicago,0,11
,kill,15,-7,nic,3,0,0,uchicago,0,11
,error,17,-5,nora,3,0,1,uchicago,0,11
,kill,19,-7,kate,3,0,0,uchicago,0,11
,error,22,-6,cat,3,1,1,uchicago,0,11
,attempt,23,-7,nora,3,1,0,uchicago,0,11
,kill,24,-6,t,3,0,0,uchicago,0,11
,kill,26,-6,kate,3,0,0,uchicago,0,11
,attempt,29,-5,nic,3,0,1,uchicago,0,11
,attempt,30,-6,t,3,0,0,uchicago,0,11
,attempt,30,-6,any,3,1,1,uchicago,0,11
,kill,32,-6,nora,3,0,1,uchicago,0,11
,attempt,33,-5,nora,3,0,1,uchicago,0,11
,attempt,33,-5,nic,3,0,1,uchicago,0,11
,error,33,-5,nora,3,0,0,uchicago,0,11
,kill,34,-6,any,3,0,0,uchicago,0,11
,kill,36,-6,t,3,0,0,uchicago,0,11
,attempt,37,-5,cat,3,1,1,uchicago,0,11
,error,37,-5,t,3,0,1,uchicago,0,11
,error,40,-6,kate,3,0,0,uchicago,0,11
,attempt,41,-7,kate,3,0,0,uchicago,0,11
,attempt,41,-7,cat,3,1,1,uchicago,0,11
,attempt,0,0,gully,3,0,0,uwec,1,14
,kill,3,1,cat,3,1,1,uwec,1,14
,kill,4,0,cat,3,0,0,uwec,1,14
,attempt,5,1,cat,3,1,1,uwec,1,14
,kill,6,0,t,3,0,0,uwec,1,14
,kill,9,3,t,3,1,1,uwec,1,14
,attempt,12,4,nic,3,0,0,uwec,1,14
,error,12,4,any,3,0,0,uwec,1,14
,attempt,13,3,nic,3,0,0,uwec,1,14
,error,13,3,any,3,0,1,uwec,1,14
,error,14,2,t,3,0,0,uwec,1,14
,kill,15,1,nic,3,0,0,uwec,1,14
,error,16,2,gully,3,0,1,uwec,1,14
,kill,17,1,gully,3,0,0,uwec,1,14
,error,20,2,gully,3,0,0,uwec,1,14
,kill,21,1,any,3,0,0,uwec,1,14
,kill,22,2,kate,3,1,1,uwec,1,14
,attempt,23,3,gully,3,0,1,uwec,1,14
,attempt,24,2,cat,3,0,0,uwec,1,14
,kill,26,2,kate,3,0,0,uwec,1,14
,attempt,28,4,nic,3,0,1,uwec,1,14
,error,28,4,t,3,0,1,uwec,1,14
,attempt,29,3,t,3,0,0,uwec,1,14
,attempt,29,3,t,3,0,0,uwec,1,14
,attempt,30,2,cat,3,0,0,uwec,1,14
,kill,30,2,nic,3,0,1,uwec,1,14
,attempt,32,4,any,3,1,1,uwec,1,14
,attempt,32,4,t,3,0,1,uwec,1,14
,attempt,32,4,any,3,0,0,uwec,1,14
,attempt,32,4,t,3,0,0,uwec,1,14
,error,32,4,nic,3,0,0,uwec,1,14
,error,33,3,t,3,0,0,uwec,1,14
,error,34,2,nic,3,0,0,uwec,1,14
,attempt,35,1,t,3,0,0,uwec,1,14
,attempt,37,1,gully,3,0,0,uwec,1,14
,kill,37,1,gully,3,0,0,uwec,1,14
,attempt,39,3,gully,3,0,1,uwec,1,14
,error,40,4,gully,3,0,0,uwec,1,14
,error,41,3,kate,3,0,0,uwec,1,14
,kill,42,2,gully,3,0,0,uwec,1,14
,attempt,43,3,t,3,0,1,uwec,1,14
,kill,43,3,cat,3,1,1,uwec,1,14
,attempt,44,4,gully,3,1,1,uwec,1,14
,kill,44,4,kate,3,0,1,uwec,1,14
,attempt,0,0,gully,2,0,1,uwec,0,13
,attempt,1,-1,gully,2,0,0,uwec,0,13
,attempt,1,-1,cat,2,0,1,uwec,0,13
,error,1,-1,kate,2,0,0,uwec,0,13
,error,4,-4,cat,2,0,0,uwec,0,13
,attempt,5,-5,cat,2,0,0,uwec,0,13
,attempt,6,-6,kate,2,0,0,uwec,0,13
,attempt,8,-6,t,2,1,0,uwec,0,13
,attempt,11,-5,t,2,0,1,uwec,0,13
,kill,13,-5,nic,2,0,0,uwec,0,13
,attempt,14,-4,any,2,1,1,uwec,0,13
,kill,15,-5,gully,2,0,0,uwec,0,13
,kill,16,-4,kate,2,0,1,uwec,0,13
,attempt,19,-3,gully,2,1,1,uwec,0,13
,kill,19,-3,gully,2,0,0,uwec,0,13
,error,20,-2,cat,2,1,1,uwec,0,13
,error,21,-3,gully,2,0,0,uwec,0,13
,error,24,-2,cat,2,0,0,uwec,0,13
,attempt,25,-3,kate,2,0,0,uwec,0,13
,attempt,25,-3,t,2,0,1,uwec,0,13
,attempt,27,-5,t,2,0,0,uwec,0,13
,attempt,28,-4,cat,2,1,1,uwec,0,13
,kill,31,-3,nic,2,0,0,uwec,0,13
,attempt,32,-2,t,2,1,1,uwec,0,13
,attempt,34,-4,nic,2,0,0,uwec,0,13
,attempt,34,-4,nic,2,0,1,uwec,0,13
,attempt,35,-5,any,2,0,0,uwec,0,13
,attempt,36,-4,gully,2,0,1,uwec,0,13
,attempt,36,-4,gully,2,1,1,uwec,0,13
,error,36,-4,any,2,0,1,uwec,0,13
,kill,37,-5,gully,2,0,0,uwec,0,13
,error,40,-4,gully,2,0,1,uwec,0,13
,kill,41,-5,kate,2,0,0,uwec,0,13
,attempt,44,-4,cat,2,0,0,uwec,0,13
,kill,44,-4,cat,2,0,0,uwec,0,13
,attempt,1,1,cat,4,1,1,uwec,0,15
,kill,2,0,gully,4,0,0,uwec,0,15
,attempt,3,1,cat,4,1,1,uwec,0,15
,attempt,5,1,t,4,0,0,uwec,0,15
,kill,5,1,t,4,0,1,uwec,0,15
,kill,8,2,t,4,0,0,uwec,0,15
,kill,10,2,t,4,0,0,uwec,0,15
,error,13,1,gully,4,0,0,uwec,0,15
,attempt,14,0,gully,4,0,0,uwec,0,15
,kill,14,0,nic,4,0,1,uwec,0,15
,attempt,16,0,gully,4,0,0,uwec,0,15
,kill,16,0,gully,4,0,1,uwec,0,15
,error,18,0,kate,4,0,0,uwec,0,15
,kill,20,-2,kate,4,0,0,uwec,0,15
,attempt,21,-1,cat,4,0,0,uwec,0,15
,attempt,22,-2,kate,4,0,0,uwec,0,15
,attempt,22,-2,cat,4,0,1,uwec,0,15
,attempt,22,-2,t,4,1,1,uwec,0,15
,attempt,22,-2,t,4,0,1,uwec,0,15
,kill,23,-3,kate,4,0,0,uwec,0,15
,attempt,25,-3,t,4,0,0,uwec,0,15
,kill,25,-3,cat,4,1,1,uwec,0,15
,kill,26,-2,nic,4,0,1,uwec,0,15
,kill,27,-1,t,4,1,1,uwec,0,15
,kill,29,-1,t,4,0,0,uwec,0,15
,kill,31,-1,gully,4,0,0,uwec,0,15
,error,33,-1,kate,4,0,0,uwec,0,15
,attempt,37,-1,kate,4,0,0,uwec,0,15
,error,38,-2,cat,4,0,0,uwec,0,15
,attempt,39,-3,gully,4,0,0,uwec,0,15
,attempt,39,-3,gully,4,0,1,uwec,0,15
,kill,39,-3,cat,4,1,1,uwec,0,15
,attempt,41,-3,kate,4,0,0,uwec,0,15
,kill,41,-3,t,4,0,1,uwec,0,15
,attempt,42,-2,nic,4,0,1,uwec,0,15
,attempt,42,-2,t,4,0,1,uwec,0,15
,error,42,-2,cat,4,0,1,uwec,0,15
,kill,43,-3,cat,4,0,0,uwec,0,15
,kill,44,-2,t,4,0,1,uwec,0,15
,kill,45,-1,nic,4,0,0,uwec,0,15
,attempt,46,0,t,4,0,1,uwec,0,15
,attempt,46,0,t,4,1,1,uwec,0,15
,attempt,0,0,kate,1,0,0,uwec,0,12
,kill,0,0,nora,1,1,1,uwec,0,12
,error,2,0,kate,1,0,0,uwec,0,12
,attempt,3,-1,t,1,0,0,uwec,0,12
,kill,5,-4,kate,1,0,0,uwec,0,12
,attempt,8,-2,cat,1,0,0,uwec,0,12
,kill,9,-3,nic,1,0,0,uwec,0,12
,attempt,10,-2,t,1,0,1,uwec,0,12
,error,11,-3,any,1,0,0,uwec,0,12
,attempt,12,-4,t,1,0,0,uwec,0,12
,attempt,15,-3,nora,1,0,0,uwec,0,12
,attempt,15,-3,any,1,0,1,uwec,0,12
,error,16,-4,any,1,0,0,uwec,0,12
,kill,17,-5,nora,1,0,0,uwec,0,12
,attempt,20,-4,nora,1,0,0,uwec,0,12
,attempt,20,-4,nora,1,0,1,uwec,0,12
,kill,24,-4,cat,1,0,0,uwec,0,12
,attempt,26,-4,kate,1,0,0,uwec,0,12
,attempt,26,-4,kate,1,0,0,uwec,0,12
,kill,26,-4,cat,1,0,0,uwec,0,12
,attempt,27,-3,t,1,1,1,uwec,0,12
,kill,28,-4,t,1,0,0,uwec,0,12
,error,29,-3,t,1,0,1,uwec,0,12
,attempt,31,-3,nora,1,0,0,uwec,0,12
,attempt,31,-3,nic,1,0,1,uwec,0,12
,attempt,31,-3,nora,1,0,1,uwec,0,12
,attempt,31,-3,nic,1,0,0,uwec,0,12
,attempt,33,-1,nic,1,0,1,uwec,0,12
,attempt,37,-5,nora,1,0,0,uwec,0,12
,attempt,37,-5,nic,1,0,1,uwec,0,12
,kill,37,-5,nora,1,0,1,uwec,0,12
,error,38,-4,nora,1,1,1,uwec,0,12
,error,1,-1,kate,1,0,0,wartburg,0,16
,kill,2,-2,gully,1,0,0,wartburg,0,16
,error,7,-3,cat,1,0,0,wartburg,0,16
,kill,8,-4,cat,1,0,0,wartburg,0,16
,error,9,-3,t,1,0,0,wartburg,0,16
,attempt,10,-4,t,1,0,0,wartburg,0,16
,attempt,10,-4,nic,1,0,1,wartburg,0,16
,error,10,-4,any,1,0,0,wartburg,0,16
,attempt,11,-5,nic,1,0,0,wartburg,0,16
,attempt,11,-5,any,1,0,1,wartburg,0,16
,attempt,12,-6,t,1,0,0,wartburg,0,16
,error,13,-7,nic,1,0,0,wartburg,0,16
,attempt,14,-8,any,1,0,0,wartburg,0,16
,attempt,15,-9,nic,1,0,0,wartburg,0,16
,attempt,15,-9,any,1,0,0,wartburg,0,16
,kill,16,-10,nic,1,0,0,wartburg,0,16
,kill,17,-9,any,1,0,1,wartburg,0,16
,attempt,19,-9,gully,1,1,0,wartburg,0,16
,kill,19,-9,nic,1,0,1,wartburg,0,16
,kill,21,-9,gully,1,0,0,wartburg,0,16
,attempt,22,-8,kate,1,0,1,wartburg,0,16
,attempt,22,-8,gully,1,0,1,wartburg,0,16
,error,24,-8,cat,1,0,0,wartburg,0,16
,error,25,-9,kate,1,0,0,wartburg,0,16
,attempt,26,-10,t,1,0,0,wartburg,0,16
,attempt,26,-10,gully,1,1,1,wartburg,0,16
,attempt,26,-10,cat,1,0,1,wartburg,0,16
,error,26,-10,kate,1,0,1,wartburg,0,16
,kill,29,-13,kate,1,0,0,wartburg,0,16
,error,30,-12,cat,1,0,0,wartburg,0,16
,attempt,31,-13,cat,1,0,0,wartburg,0,16
,attempt,31,-13,t,1,0,1,wartburg,0,16
,kill,31,-13,t,1,1,1,wartburg,0,16
,kill,32,-12,nic,1,0,0,wartburg,0,16
,attempt,33,-11,cat,1,0,1,wartburg,0,16
,attempt,34,-12,nic,1,0,0,wartburg,0,16
